Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0000869	EDO06772.1	KAF8819497.1	cgd7_4960-RA	cyc_02232	ETH2_1235000	Htart_000216700	VWU48152	Ncaninum_LIV_000770000	NEPH_009942-T1	PF3D7_1235300.1	PGSY75_1235300.1	PGAL8A_00457000	PKNH_1455000	PRCDC_1234500.1	PVP01_1453400	SN3_01000805	TA21145	TGME49_239410,TGME49_328300
OG0000870	EDO06773.1	KAF8821730.1	cgd2_1170-RA	cyc_04109	ETH2_0628200	Htart_000435900	VWU48161	Ncaninum_LIV_000331000	NEPH_005533-T1,NEPH_010162-T1	PF3D7_1358500.1	PGSY75_1358500.1	PGAL8A_00165000	PKNH_1113000	PRCDC_1357400.1	PVP01_1113400	SN3_03400060	TA21150	TGME49_308040
OG0000871	EDO06780.1	KAF8822636.1	cgd3_1650-RA	cyc_04530	ETH2_0858300	Htart_000256100	VWU50677	Ncaninum_LIV_000488000	NEPH_009584-T1,NEPH_010063-T1	PF3D7_1410600.1	PGSY75_1410600.1	PGAL8A_00282200	PKNH_1347700	PRCDC_1409900.1	PVP01_1338300	SN3_00100730	TA21190	TGME49_235970
OG0000872	EDO06784.1	KAF8822629.1	cgd7_1530-RA	cyc_05624	ETH2_1207200	Htart_000512300,Htart_000518000	VWU49594	Ncaninum_LIV_000320200	NEPH_003038-T1	PF3D7_0418700.1	PGSY75_0418700.1	PGAL8A_00092200	PKNH_0511400	PRCDC_0416200.1	PVP01_0528100	SN3_02100085	TA21215	TGME49_218570
OG0000873	EDO06789.1	KAF8820731.1	cgd6_2700-RA		ETH2_0640900	Htart_000252100,Htart_000252300	VWU50436	Ncaninum_LIV_000244900		PF3D7_0422200.1	PGSY75_0003800A.1,PGSY75_0003800B.1,PGSY75_0422200.1	PGAL8A_00192300	PKNH_0514000	PRCDC_0419400.1	PVP01_0530700	SN3_00300730	TA21235	TGME49_279320
OG0000874	EDO06793.2	KAF8820620.1	cgd2_2540-RA	cyc_00931	ETH2_1525200	Htart_000497500		Ncaninum_LIV_000160000,Ncaninum_LIV_000245900		PF3D7_0306300.1	PGSY75_0306300.1	PGAL8A_00005600	PKNH_0836400	PRCDC_0305600.1	PVP01_0833900	SN3_00103220,SN3_01800745	TA21260	TGME49_227150,TGME49_279400
OG0000875	EDO06796.2	KAF8820117.1,KAF8820119.1	cgd6_4550-RA	cyc_04024	ETH2_1535300		VWU52611	Ncaninum_LIV_000616000	NEPH_002945-T1,NEPH_008297-T1	PF3D7_0413900.1	PGSY75_0413900.1	PGAL8A_00087300	PKNH_0505500	PRCDC_0411400.1	PVP01_0520400	SN3_02700285	TA21275	TGME49_213870
OG0000876	EDO06819.1	KAF8820065.1,KAF8820632.1	cgd2_1350-RA	cyc_03691	ETH2_0735700	Htart_000181900	VWU49746	Ncaninum_LIV_000336400	NEPH_008373-T1	PF3D7_1130400.1	PGSY75_1130400.1	PGAL8A_00357800	PKNH_0928500	PRCDC_1128800.1	PVP01_0931200	SN3_00800290	TA21405	TGME49_300310
OG0000877	EDO06834.1	KAF8821033.1	cgd3_1940-RA	cyc_00965	ETH2_0950300	Htart_000293200	VWU48843	Ncaninum_LIV_000266900	NEPH_009268-T1,NEPH_009387-T1	PF3D7_0511000.1	PGSY75_0511000.1	PGAL8A_00032200	PKNH_1022600	PRCDC_0510200.1	PVP01_1023000	SN3_01800135	TA21460	TGME49_251680
OG0000878	EDO06863.1	KAF8819675.1	cgd1_2890-RA	cyc_01831	ETH2_0838200	Htart_000123300	VWU48169	Ncaninum_LIV_000022600	NEPH_002696-T1,NEPH_009818-T1	PF3D7_1357700.1	PGSY75_1357700.1	PGAL8A_00164100	PKNH_1113800	PRCDC_1356600.1	PVP01_1114200	SN3_01100120	TA19590	TGME49_269770
OG0000879	EDO06864.1	KAF8822019.1	cgd5_1880-RA	cyc_02087	ETH2_1402800	Htart_000123400	VWU48168	Ncaninum_LIV_000046700	NEPH_008462-T1,NEPH_010450-T1	PF3D7_1357800.1	PGSY75_1357800.1	PGAL8A_00164200	PKNH_1113700	PRCDC_1356700.1	PVP01_1114100	SN3_00301635	TA19585	TGME49_272910
OG0000880	EDO06867.1	KAF8819028.1	cgd6_3490-RA	cyc_02605	ETH2_0620300	Htart_000278800	VWU52242	Ncaninum_LIV_000143000	NEPH_000874-T1,NEPH_004298-T1	PF3D7_0319500.1	PGSY75_0319500.1	PGAL8A_00396800	PKNH_0821700	PRCDC_0318800.1	PVP01_0820700	SN3_00500585	TA19570	TGME49_263595
OG0000881	EDO06868.1	KAF8819932.1,KAF8821185.1	cgd8_2050-RA	cyc_05783	ETH2_1596800	Htart_000117000	VWU49458	Ncaninum_LIV_000177800	NEPH_007011-T1	PF3D7_1404500.1	PGSY75_1404500.1	PGAL8A_00276300	PKNH_1353600	PRCDC_1403800.1	PVP01_1344300	SN3_00200740	TA19565	TGME49_225125
OG0000882	EDO06872.1	KAF8817838.1,KAF8818374.1	cgd1_2260-RA	cyc_00969	ETH2_0950600		VWU51856	Ncaninum_LIV_000060200	NEPH_000911-T1,NEPH_004209-T1	PF3D7_1213700.1	PGSY75_1213700.1	PGAL8A_00528300	PKNH_1433200	PRCDC_1213000.1	PVP01_1432500	SN3_01000245	TA19535	TGME49_233720
OG0000883	EDO06881.1	KAF8820664.1	cgd6_1270-RA	cyc_03745	ETH2_0515600	Htart_000386300	VWU48190	Ncaninum_LIV_000597500	NEPH_002678-T1,NEPH_008521-T1	PF3D7_1212500.1	PGSY75_1212500.1	PGAL8A_00527200	PKNH_1431900	PRCDC_1211800.1	PVP01_1431400	SN3_00103595	TA19480	TGME49_256980
OG0000884	EDO06897.1	KAF8822128.1	cgd2_3000-RA	cyc_07578	ETH2_1340300	Htart_000039400	VWU48909	Ncaninum_LIV_000137400	NEPH_005080-T1,NEPH_008170-T1	PF3D7_0813900.1	PGSY75_0813900.1	PGAL8A_00522100	PKNH_1426400	PRCDC_0813300.1	PVP01_1426400	SN3_03300035	TA19385	TGME49_263040
OG0000885	EDO06906.1	KAF8822859.1	cgd3_2440-RA	cyc_06004	ETH2_0941700	Htart_000259100	VWU49250	Ncaninum_LIV_000178600	NEPH_000818-T1,NEPH_006961-T1	PF3D7_1126200.1	PGSY75_1126200.1	PGAL8A_00352900	PKNH_0924100	PRCDC_1124700.1	PVP01_0926900	SN3_00200730	TA21115	TGME49_225080
OG0000886	EDO06907.1	KAF8822852.1	cgd6_2170-RA	cyc_01697	ETH2_1128100	Htart_000083400	VWU49869	Ncaninum_LIV_000408900	NEPH_000821-T1,NEPH_006965-T1	PF3D7_0719600.1	PGSY75_0719600.1	PGAL8A_00082800	PKNH_0315000	PRCDC_0716800.1	PVP01_0315300	SN3_03500085	TA21110	TGME49_309820
OG0000887	EDO06910.1	KAF8819430.1	cgd5_360-RA	cyc_05981	ETH2_0647400	Htart_000083600	VWU49870,VWU52192	Ncaninum_LIV_000768900	NEPH_010451-T1,NEPH_010704-T1	PF3D7_0719500.1	PGSY75_0719500.1	PGAL8A_00082700	PKNH_0314900	PRCDC_0716700.1	PVP01_0315200	SN3_00301705		TGME49_239540
OG0000888	EDO06918.1	KAF8822602.1	cgd3_2390-RA	cyc_07763	ETH2_0618600	Htart_000190800	VWU49490	Ncaninum_LIV_000245800	NEPH_008080-T1,NEPH_009280-T1	PF3D7_1428300.1	PGSY75_1428300.1	PGAL8A_00299800	PKNH_1330400	PRCDC_1427600.1	PVP01_1321000	SN3_00800835	TA21055	TGME49_279390
OG0000889	EDO06921.2	KAF8820275.1,KAF8820276.1	cgd7_4590-RA	cyc_07097	ETH2_1420400		VWU51307	Ncaninum_LIV_000606900	NEPH_008594-T1	PF3D7_1432500.1	PGSY75_1432500.1	PGAL8A_00304100	PKNH_0419100	PRCDC_1431800.1	PVP01_1317000	SN3_00900645	TA21035,TA21040	TGME49_285950
OG0000890	EDO06923.1,EDO06931.1	KAF8821424.1		cyc_07269	ETH2_0646600	Htart_000205300	VWU50786	Ncaninum_LIV_000176700	NEPH_001431-T1,NEPH_008023-T1	PF3D7_0214200.1	PGSY75_0214200.1	PGAL8A_00404900	PKNH_0406600	PRCDC_0213100.1	PVP01_0410700	SN3_00200760	TA21030	TGME49_225240
OG0000891	EDO06935.2	KAF8820325.1	cgd2_110-RA	cyc_06089	ETH2_0921300	Htart_000479400	VWU48664	Ncaninum_LIV_000695800	NEPH_004992-T1,NEPH_008864-T1	PF3D7_0405000.1	PGSY75_0405000.1	PGAL8A_00055700	PKNH_0303100	PRCDC_0402600.1	PVP01_0304400	SN3_00600960	TA21010	TGME49_211400
OG0000892	EDO06944.1	KAF8821297.1	cgd2_1360-RA	cyc_04687	ETH2_1481300	Htart_000393900	VWU48156	Ncaninum_LIV_000128600	NEPH_004046-T1,NEPH_004070-T1	PF3D7_1235700.1	PGSY75_1235700.1	PGAL8A_00457400	PKNH_1455400	PRCDC_1234900.1	PVP01_1453800	SN3_00201975	TA20945	TGME49_261950
OG0000893	EDO06957.1	KAF8820414.1,KAF8820905.1	cgd1_930-RA	cyc_08054	ETH2_1107600	Htart_000396000	VWU51399	Ncaninum_LIV_000038400	NEPH_001952-T1,NEPH_008880-T1	PF3D7_1427900.1	PGSY75_1427900.1	PGAL8A_00299400	PKNH_1330800	PRCDC_1427200.1	PVP01_1321400		TA20900	TGME49_271810
OG0000894	EDO06968.1	KAF8822665.1,KAF8822883.1	cgd8_400-RA	cyc_01679	ETH2_1463100	Htart_000337500	VWU50953	Ncaninum_LIV_000600000	NEPH_005388-T1,NEPH_005788-T1	PF3D7_1323100.1		PGAL8A_00235000	PKNH_1205700	PRCDC_1322100.1	PVP01_1231500	SN3_00202285	TA20850	TGME49_284560
OG0000895	EDO06986.2	KAF8820581.1	cgd2_730-RA	cyc_02956	ETH2_0736700	Htart_000412100,Htart_000412300	VWU48763	Ncaninum_LIV_000589800	NEPH_010553-T1	PF3D7_1210400.1	PGSY75_1210400.1	PGAL8A_00311500	PKNH_1310500	PRCDC_1209700.1	PVP01_1309700	SN3_01600445	TA20780	TGME49_255635
OG0000896	EDO07012.1		cgd8_2960-RA	cyc_04711	ETH2_0803100	Htart_000255200,Htart_000255300	VWU51800	Ncaninum_LIV_000675900	NEPH_004400-T1,NEPH_007014-T1	PF3D7_1238300.1	PGSY75_1238300.1	PGAL8A_00460000	PKNH_1458100	PRCDC_1237500.1	PVP01_1456400	SN3_00600030	TA09690	TGME49_320430
OG0000897	EDO07014.1	KAF8822100.1		cyc_07146	ETH2_1056800	Htart_000318500	VWU50372	Ncaninum_LIV_000205700	NEPH_002920-T1,NEPH_002921-T1,NEPH_007750-T1	PF3D7_1320600.1	PGSY75_1320600.1	PGAL8A_00516900	PKNH_1421200	PRCDC_1319600.1	PVP01_1421400	SN3_01500450	TA09700	TGME49_289680
OG0000898	EDO07027.2	KAF8820916.1	cgd5_2950-RA	cyc_01018	ETH2_1512900,ETH2_1513000	Htart_000221700	VWU52282	Ncaninum_LIV_000704400	NEPH_008913-T1,NEPH_010413-T1	PF3D7_1005600.1	PGSY75_1005600.1	PGAL8A_00381800	PKNH_0804300	PRCDC_1005000.1	PVP01_0805300	SN3_00701335		TGME49_301340
OG0000899	EDO07030.1	KAF8819910.1	cgd7_3170-RA	cyc_03579	ETH2_1208700	Htart_000148900	VWU50316	Ncaninum_LIV_000330900	NEPH_001157-T1,NEPH_003597-T1	PF3D7_1006600.1	PGSY75_1006600.1	PGAL8A_00382700	PKNH_0805400	PRCDC_1006000.1	PVP01_0806300	SN3_03400065	TA07040	TGME49_308050
OG0000900	EDO07035.1	KAF8819367.1	cgd6_4970-RA	cyc_01624	ETH2_1585300	Htart_000030200	VWU48748	Ncaninum_LIV_000294900	NEPH_003336-T1,NEPH_005066-T1	PF3D7_1015600.1	PGSY75_1015600.1	PGAL8A_00391800	PKNH_0815700	PRCDC_1015000.1	PVP01_0815700	SN3_00400290	TA07065	TGME49_247550
OG0000901	EDO07044.1	KAF8822407.1	cgd7_5310-RA	cyc_07993	ETH2_0815700	Htart_000366700	VWU51016	Ncaninum_LIV_000563100	NEPH_010139-T1,NEPH_010474-T1	PF3D7_0506100.1	PGSY75_0506100.1	PGAL8A_00027200	PKNH_1027500	PRCDC_0505300.1	PVP01_1027900	SN3_00401165	TA03415	TGME49_242680
OG0000902	EDO07047.1	KAF8819913.1,KAF8819915.1	cgd6_3210-RA	cyc_01953	ETH2_0608500	Htart_000247200	VWU49805	Ncaninum_LIV_000438200	NEPH_007704-T1	PF3D7_1021500.1	PGSY75_1021500.1	PGAL8A_00480700	PKNH_0605800	PRCDC_1020900.1	PVP01_0606700	SN3_00201035	TA03400	TGME49_253090
OG0000903	EDO07053.1	KAF8820758.1	cgd4_3860-RA	cyc_00979	ETH2_0951700	Htart_000201400	VWU50406	Ncaninum_LIV_000711400	NEPH_004657-T1,NEPH_007280-T1	PF3D7_0308200.1	PGSY75_0308200.1	PGAL8A_00007600	PKNH_0834500	PRCDC_0307500.1	PVP01_0832000	SN3_04700050	TA03370	TGME49_297500
OG0000904	EDO07057.1	KAF8819457.1		cyc_06658	ETH2_1438000	Htart_000508800	VWU48475,VWU50319	Ncaninum_LIV_000553400	NEPH_001234-T1,NEPH_001709-T1	PF3D7_1232100.1	PGSY75_1232100.1	PGAL8A_00453800	PKNH_1451600	PRCDC_1231400.1	PVP01_1450300	SN3_02100050	TA03350	TGME49_240600
OG0000905	EDO07062.1	KAF8822244.1	cgd3_4290-RA	cyc_00042	ETH2_1008300	Htart_000178900	VWU48784	Ncaninum_LIV_000309400	NEPH_005987-T1	PF3D7_0411900.1	PGSY75_0411900.1	PGAL8A_00062600,PGAL8A_00085300	PKNH_0310100	PRCDC_0409300.1	PVP01_0311300	SN3_02500620	TA03330	TGME49_217910
OG0000906	EDO07063.2	KAF8819841.1,KAF8821786.1	cgd6_1680-RA	cyc_03025	ETH2_0403800		VWU48790	Ncaninum_LIV_000415300	NEPH_001021-T1,NEPH_007402-T1	PF3D7_0716000.1	PGSY75_0716000.1	PGAL8A_00063100	PKNH_0310600	PRCDC_0713300.1	PVP01_0311800	SN3_01500545	TA03320	TGME49_308920
OG0000907	EDO07081.1	KAF8820557.1	cgd7_1980-RA	cyc_08632	ETH2_1576800	Htart_000329800	VWU51163	Ncaninum_LIV_000162500	NEPH_004424-T1,NEPH_010557-T1	PF3D7_0803700.1	PGSY75_0803700.1	PGAL8A_00080000	PKNH_0115200	PRCDC_0803300.1	PVP01_0116500	SN3_01300465	TA03470	TGME49_226870
OG0000908	EDO07112.2		cgd6_470-RA	cyc_02620,cyc_07697	ETH2_0507500	Htart_000306900	VWU49038,VWU49043	Ncaninum_LIV_000339300	NEPH_008574-T1	PF3D7_1036800.1	PGSY75_1036800.1	PGAL8A_00495400	PKNH_0621300	PRCDC_1035900.1	PVP01_0621200	SN3_00100260	TA03590	TGME49_215940
OG0000909	EDO07120.1	KAF8821861.1		cyc_00942	ETH2_0417600	Htart_000010100	VWU52280	Ncaninum_LIV_000007700	NEPH_003741-T1,NEPH_008601-T1	PF3D7_0411400.1	PGSY75_0411400.1	PGAL8A_00062000	PKNH_0309500	PRCDC_0408800.1	PVP01_0310700	SN3_00201555	TA03565	TGME49_267960,TGME49_267970
OG0000910	EDO07123.1	KAF8820284.1	cgd6_4270-RA	cyc_00990	ETH2_1303400	Htart_000209100	VWU49875	Ncaninum_LIV_000618500	NEPH_008135-T1,NEPH_009499-T1	PF3D7_1349800.1	PGSY75_1349800.1	PGAL8A_00260800	PKNH_1251100	PRCDC_1348800.1	PVP01_1205000	SN3_00600845	TA03575	TGME49_213650
OG0000911	EDO07126.1	KAF8820713.1,KAF8822632.1		cyc_07236	ETH2_0524200	Htart_000292900	VWU48931	Ncaninum_LIV_000704200	NEPH_001556-T1,NEPH_001969-T1	PF3D7_0715600.1	PGSY75_0715600.1	PGAL8A_00520300	PKNH_1424600	PRCDC_0712900.1	PVP01_1424700	SN3_00701365	TA03715	TGME49_301380
OG0000912	EDO07144.2	KAF8823074.1	cgd4_3800-RA	cyc_06095	ETH2_1547100	Htart_000283800	VWU52205	Ncaninum_LIV_000344500	NEPH_002225-T1,NEPH_005125-T1	PF3D7_0925200.1	PGSY75_0925200.1,PGSY75_0925200.2	PGAL8A_00438000	PKNH_0723100	PRCDC_0923200.1	PVP01_0723700		TA03880	TGME49_216560
OG0000913	EDO07165.1	KAF8822364.1	cgd6_1700-RA	cyc_03262	ETH2_1212200	Htart_000334300	VWU48499	Ncaninum_LIV_000206900	NEPH_001728-T1,NEPH_006881-T1	PF3D7_0415500.1	PGSY75_0415500.1	PGAL8A_00088900	PKNH_0507100	PRCDC_0413000.1	PVP01_0522000	SN3_01500400	TA06645	TGME49_289560
OG0000914	EDO07178.1	KAF8820914.1,KAF8820973.1	cgd5_2220-RA	cyc_05744	ETH2_1307200	Htart_000172800	VWU49539	Ncaninum_LIV_000239600	NEPH_005884-T1,NEPH_007288-T1	PF3D7_1125500.1	PGSY75_0013700.1	PGAL8A_00352200	PKNH_0923400	PRCDC_1124000.1	PVP01_0926200		TA06565	TGME49_267350
OG0000915	EDO07182.1	KAF8819317.1	cgd6_3010-RA	cyc_06320	ETH2_1441000	Htart_000118600	VWU52743	Ncaninum_LIV_000181200	NEPH_005506-T1,NEPH_007006-T1	PF3D7_1224300.1	PGSY75_1224300.1	PGAL8A_00125400	PKNH_1443600	PRCDC_1223600.1	PVP01_1442500	SN3_04000270	TA06545	TGME49_224850
OG0000916	EDO07188.1	KAF8817804.1,KAF8819033.1	cgd5_3710-RA	cyc_06904	ETH2_1258900	Htart_000149800	VWU53141	Ncaninum_LIV_000720700	NEPH_005392-T1	PF3D7_1124400.1	PGSY75_1124400.1	PGAL8A_00351000	PKNH_0922200	PRCDC_1122800.1	PVP01_0925000	SN3_01200550	TA06515	TGME49_222290
OG0000917	EDO07220.1	KAF8821915.1	cgd3_2530-RA	cyc_07004	ETH2_1564800	Htart_000220700	VWU50724,VWU51178	Ncaninum_LIV_000417100	NEPH_006351-T1	PF3D7_1328100.1	PGSY75_1328100.1	PGAL8A_00240400	PKNH_1200500	PRCDC_1327100.1	PVP01_1226300	SN3_04200050	TA06335	TGME49_306930
OG0000918	EDO07229.1	KAF8822137.1	cgd6_4410-RA	cyc_08480	ETH2_0305600	Htart_000416000	VWU51625	Ncaninum_LIV_000100300	NEPH_001348-T1,NEPH_005969-T1	PF3D7_1017000.1	PGSY75_1017000.1	PGAL8A_00476000	PKNH_0601200	PRCDC_1016400.1	PVP01_0602200	SN3_01000795	TA06290	TGME49_258030
OG0000919	EDO07253.1	KAF8820306.1	cgd1_2060-RA	cyc_04776	ETH2_0100700	Htart_000497800,Htart_000506600	VWU52165	Ncaninum_LIV_000389500	NEPH_008541-T1	PF3D7_1231100.1	PGSY75_1231100.1	PGAL8A_00452800	PKNH_1450500	PRCDC_1230400.1	PVP01_1449300	SN3_00900925	TA06165	TGME49_312050
OG0000920	EDO07262.1	KAF8819576.1,KAF8820970.1	cgd1_3670-RA	cyc_00448	ETH2_0742400	Htart_000271600	VWU51103	Ncaninum_LIV_000102000	NEPH_002960-T1,NEPH_010104-T1	PF3D7_1023900.1	PGSY75_1023900.1	PGAL8A_00483200	PKNH_0608400	PRCDC_1023300.1	PVP01_0609100		TA06105	TGME49_258240
OG0000921	EDO07265.1	KAF8822715.1	cgd5_4520-RA	cyc_03298	ETH2_1306600	Htart_000257100	VWU50155	Ncaninum_LIV_000085600	NEPH_008961-T1,NEPH_009684-T1	PF3D7_1012600.1	PGSY75_1012600.1	PGAL8A_00388800	PKNH_0812400	PRCDC_1012000.1	PVP01_0812700	SN3_00500131	TA06065	TGME49_230450
OG0000922	EDO07270.1	KAF8822269.1	cgd1_1850-RA	cyc_04587	ETH2_1120300	Htart_000006400	VWU50730	Ncaninum_LIV_000471000	NEPH_002662-T1,NEPH_005623-T1	PF3D7_1454000.1	PGSY75_1454000.1	PGAL8A_00213200	PKNH_1228100	PRCDC_1453300.1	PVP01_1253000	SN3_00600600	TA06035	TGME49_214820
OG0000923	EDO07275.1	KAF8819635.1,KAF8822420.1	cgd7_1640-RA	cyc_02683	ETH2_1005700	Htart_000220800	VWU51287	Ncaninum_LIV_000381300	NEPH_006042-T1	PF3D7_1450100.1	PGSY75_1450100.1	PGAL8A_00209300	PKNH_1232000	PRCDC_1449400.1	PVP01_1256900	SN3_00700295	TA06010	TGME49_313100
OG0000924	EDO07297.2	KAF8820940.1	cgd3_1340-RA	cyc_03748	ETH2_0515900	Htart_000093100	VWU52610	Ncaninum_LIV_000343700	NEPH_001323-T1,NEPH_009184-T1	PF3D7_0729300.1	PGSY75_0729300.1	PGAL8A_00095600	PKNH_0213900	PRCDC_0726100.1	PVP01_0215000	SN3_02300240	TA05875	TGME49_216480
OG0000925	EDO07299.2	KAF8821806.1	cgd8_5130-RA	cyc_00076	ETH2_1251000	Htart_000092700	VWU49654,VWU52942	Ncaninum_LIV_000467100	NEPH_004311-T1	PF3D7_0728900.1	PGSY75_0728900.1	PGAL8A_00096000	PKNH_0213500	PRCDC_0725700.1	PVP01_0214600	SN3_00101915	TA05865	TGME49_215230
OG0000926	EDO07317.1	KAF8820523.1	cgd7_4580-RA	cyc_01026	ETH2_1513800	Htart_000072100	VWU48318	Ncaninum_LIV_000294400	NEPH_003711-T1,NEPH_005154-T1	PF3D7_1443300.1	PGSY75_1443300.1	PGAL8A_00202500	PKNH_1239000	PRCDC_1442600.1	PVP01_1263700	SN3_00301775	TA05750	TGME49_247610
OG0000927	EDO07326.1	KAF8820263.1	cgd5_920-RA	cyc_03098	ETH2_0909800	Htart_000041700	VWU51910	Ncaninum_LIV_000646600	NEPH_005612-T1,NEPH_009958-T1	PF3D7_1110200.1	PGSY75_1110200.1	PGAL8A_00337200	PKNH_0907900	PRCDC_1108700.1	PVP01_0911000	SN3_02300560	TA05710	TGME49_205220
OG0000928	EDO07328.1	KAF8820472.1	cgd4_2390-RA	cyc_04421,cyc_08348	ETH2_0412300	Htart_000250600	VWU50060	Ncaninum_LIV_000562900	NEPH_010572-T1	PF3D7_1110500.1	PGSY75_1110500.1	PGAL8A_00337500	PKNH_0908200	PRCDC_1109000.1	PVP01_0911300	SN3_00401185	TA05695	TGME49_242660
OG0000929	EDO07336.2	KAF8820094.1	cgd4_800-RA	cyc_03652	ETH2_1249700	Htart_000299200	VWU50708	Ncaninum_LIV_000476100	NEPH_004304-T1,NEPH_009514-T1	PF3D7_1472100.1	PGSY75_1472100.1	PGAL8A_00231600	PKNH_1208900	PRCDC_1471300.1	PVP01_1234700	SN3_03900160	TA05660	TGME49_214110
OG0000930	EDO07342.1		cgd4_410-RA	cyc_06404,cyc_07545	ETH2_1409400	Htart_000421100	VWU49095	Ncaninum_LIV_000498900	NEPH_006137-T1,NEPH_009450-T1	PF3D7_1302600.1	PGSY75_1302600.1	PGAL8A_00498600	PKNH_1402800	PRCDC_1301600.1	PVP01_1403500	SN3_00101390	TA05925	TGME49_290340
OG0000931	EDO07358.1	KAF8822932.1	cgd7_2920-RA	cyc_02560,cyc_08786	ETH2_0418900		VWU52720	Ncaninum_LIV_000572100	NEPH_001079-T1,NEPH_003724-T1	PF3D7_1211700.1	PGSY75_1211700.1	PGAL8A_00310200	PKNH_1311800	PRCDC_1211000.1	PVP01_1310900	SN3_01400510	TA06695	TGME49_243920
OG0000932	EDO07367.2	KAF8817689.1,KAF8822727.1	cgd8_1990-RA	cyc_04203	ETH2_1468200		VWU52233	Ncaninum_LIV_000030100	NEPH_007345-T1,NEPH_008241-T1	PF3D7_1218500.1	PGSY75_1218500.1	PGAL8A_00533100	PKNH_1438100	PRCDC_1217800.1	PVP01_1437300	SN3_01300905	TA02920	TGME49_270690
OG0000933	EDO07385.1	KAF8822087.1,KAF8822088.1	cgd5_4090-RA	cyc_07191	ETH2_1000300		VWU49096	Ncaninum_LIV_000524400	NEPH_000567-T1,NEPH_005051-T1	PF3D7_1302700.1	PGSY75_1302700.1	PGAL8A_00498700	PKNH_1402900	PRCDC_1301700.1	PVP01_1403600	SN3_01500865	TA05645	TGME49_295070
OG0000934	EDO07387.1	KAF8822446.1	cgd1_2470-RA	cyc_05977	ETH2_0647000		VWU53403	Ncaninum_LIV_000583500	NEPH_003902-T1,NEPH_003969-T1,NEPH_005975-T1	PF3D7_1430100.1	PGSY75_1430100.1	PGAL8A_00301700	PKNH_1328600	PRCDC_1429400.1	PVP01_1319300	SN3_01001005	TA05630	TGME49_283720
OG0000935	EDO07394.1	KAF8821121.1	cgd6_263-RA,cgd6_273-RA	cyc_02359	ETH2_1403600	Htart_000288100	VWU49030	Ncaninum_LIV_000236800	NEPH_008453-T1	PF3D7_1429800.1	PGSY75_1429800.1	PGAL8A_00301400	PKNH_1328900	PRCDC_1429100.1	PVP01_1319600	SN3_02800240	TA02765	TGME49_266990
OG0000936	EDO07397.1	KAF8819232.1		cyc_05357	ETH2_1540600	Htart_000104100	VWU50240,VWU52661	Ncaninum_LIV_000402100	NEPH_007815-T1,NEPH_009049-T1	PF3D7_1430900.1	PGSY75_1430900.1	PGAL8A_00302500	PKNH_1327800	PRCDC_1430200.1	PVP01_1318500	SN3_01500140	TA02790	TGME49_310470
OG0000937	EDO07404.1	KAF8819931.1,KAF8821563.1	cgd3_1250-RA	cyc_07274	ETH2_0646100	Htart_000184100	VWU52982	Ncaninum_LIV_000237300	NEPH_006846-T1	PF3D7_1431700.1	PGSY75_1431700.1	PGAL8A_00303300	PKNH_1327000	PRCDC_1431000.1	PVP01_1317700	SN3_02800195	TA02825	TGME49_267060
OG0000938	EDO07437.1	KAF8819295.1	cgd2_50-RA	cyc_07405	ETH2_1558800	Htart_000404400	VWU48262	Ncaninum_LIV_000295500	NEPH_005261-T1,NEPH_006792-T1	PF3D7_1118500.1	PGSY75_1118500.1	PGAL8A_00345100	PKNH_0916200	PRCDC_1116900.1	PVP01_0919100	SN3_00400295	TA06825	TGME49_247470
OG0000939	EDO07441.2	KAF8817854.1,KAF8821045.1		cyc_08551,cyc_09106	ETH2_1000200	Htart_000447900	VWU51685	Ncaninum_LIV_000759200	NEPH_006201-T1	PF3D7_1118200.1	PGSY75_1118200.1	PGAL8A_00344800	PKNH_0915900	PRCDC_1116600.1	PVP01_0918800	SN3_01500245	TA06845	TGME49_292920
OG0000940	EDO07442.1	KAF8820784.1	cgd8_4040-RA	cyc_04426	ETH2_1036700	Htart_000518400	VWU51686	Ncaninum_LIV_000028100	NEPH_002431-T1,NEPH_004635-T1	PF3D7_1118100.1	PGSY75_1118100.1	PGAL8A_00344700	PKNH_0915800	PRCDC_1116500.1	PVP01_0918700	SN3_02500055	TA06850	TGME49_270370
OG0000941	EDO07457.1	KAF8820526.1	cgd5_740-RA	cyc_03173	ETH2_1472700		VWU52436,VWU52437	Ncaninum_LIV_000256600	NEPH_005157-T1,NEPH_006664-T1	PF3D7_1329300.1	PGSY75_1329300.1	PGAL8A_00241600	PKNH_1271100	PRCDC_1328300.1	PVP01_1225200	SN3_00201695	TA06950	TGME49_278280
OG0000942	EDO07459.1	KAF8820084.1	cgd4_2560-RA	cyc_07393,cyc_08913	ETH2_0715900	Htart_000147100	VWU48339	Ncaninum_LIV_000291900	NEPH_008737-T1	PF3D7_1013500.1	PGSY75_1013500.1	PGAL8A_00389700	PKNH_0813300	PRCDC_1012900.1	PVP01_0813600	SN3_01400210	TA06965	TGME49_248830
